,text
5456,@realDonaldTrump NEWS: The State Department says it has about 450 pages of records showing government spending at T… https://t.co/GhXdt6ZVud
5457,@realDonaldTrump You are losing bigley 😆
5458,"RT @murray_nyc: @realDonaldTrump @NBCNews What a predictable ""summary"" by Trump - he says the exact same thing after every TV appearance. I…"
5459,@realDonaldTrump is a loser! #MAGA #MAGA2020 #TrumpIsALoser https://t.co/kEX9eq7Vt8
5460,RT @truepatrio: @realDonaldTrump Siding with and Bowing to Putin is NOT standing up for America. Calling our fallen heroes Losers &amp; Suckers…
5461,@realDonaldTrump https://t.co/Uze3qEw4U0
5462,RT @DebbieSVA: @realDonaldTrump Records show that Ivanka used her position in the WH despite a denied security clearance and a Charity Frau…
5463,RT @scientificrealm: @realDonaldTrump https://t.co/TM7pxuybkf
5464,"@realDonaldTrump President Trump, please have your campaign team create a video showing the contrast between what y… https://t.co/vHibdXKgLQ"
5465,@realDonaldTrump Enjoy what?
5466,@realDonaldTrump @SenatorCollins https://t.co/9yifgvpzgu
5467,"@realDonaldTrump “if Trump does lose, he’s right that his sheer unlikability will be a major contributing factor. H… https://t.co/sPPjeal6Nu"
5468,@realDonaldTrump https://t.co/D1xIGJxFcf
5469,@realDonaldTrump “You’re the president! You’re not like someone’s crazy uncle who can just retweet whatever!”  DumpTrump  VOTE BIDEN
5470,"@realDonaldTrump Was supposed to be there tonight, but UI delayed and no gas money. Sucks to be the poor ppl like g… https://t.co/cmKQZIdj06"
5471,@realDonaldTrump https://t.co/szrTUbqoPt
5472,@realDonaldTrump The Babylon Bee is a Satirical Site! #TrumpIsALaughingStock #babylonbeeheadlines #TrumpIsUnwell https://t.co/pRAUA0PWAJ
5473,@realDonaldTrump vs @JustinTrudeau 😂 https://t.co/VKGhHBnwf0
5474,@realDonaldTrump Not at as bad as an idiot president who didn’t know Babylon bee was a fake comedy news site. Lol
5475,@realDonaldTrump @American  @MBuhari @England @BBCNews  Nigeria is a big mess https://t.co/meSsglf9Qo
5476,"@realDonaldTrump Embarcaciones ""pesqueras"" de China se posicionan frente a las costas del Pacífico en América del S… https://t.co/hruRJnEhBh"
5477,@realDonaldTrump Hahahahahaha.....the women are gonna nail the coffin #BunkerBoy . You should watch “the way I see it” .
5478,@realDonaldTrump YOU DON’T CARE HOW MANY PEOPLE GET COVID. YOU JUST WANT TO BE RE-ELECTED !!!!! You have no heart !!!
5479,@realDonaldTrump No cheating 😂 it must be fair election
5480,RT @Phillip2020Vote: @realDonaldTrump PREDATORS!!! https://t.co/o3ml8wVGDt
5481,@realDonaldTrump @TheBabylonBee This.  This is an example of what is wrong with you and all of your supporters.  Yo… https://t.co/wRYQ0Erb1T
5482,@realDonaldTrump Keep telling yourself that lol.
5483,"@realDonaldTrump Under Trumps incompetence and lying the Republican Party is getting destroyed! WOW, How many senat… https://t.co/r33T7jV99Y"
5484,RT @scientificrealm: @realDonaldTrump https://t.co/g9lvoYi2JO
5485,RT @marygribbin809: @realDonaldTrump https://t.co/7tQ82WgJ6u
5486,@realDonaldTrump Another covid spreader.  What a fool.  No lesson learned.  Your parents did not raise you right.  You need to lose big.
5487,"@realDonaldTrump @SenatorCollins Hey Donnie, there's a nasty rumor that you won't be re-elected. It will be a great… https://t.co/6Dc9wiGkZ2"
5488,@realDonaldTrump Live in the area wish I could have been there. I love My President! #Trump2020
5489,"@realDonaldTrump Anybody with a brain knows you'll leave the country no later than the morning of January 20, 2021.… https://t.co/xgfDhxjDzT"
5490,@realDonaldTrump #loser #resignANDrun https://t.co/iK8dYgRdff
5491,RT @irishson19161: @realDonaldTrump 100% approval rating from the Taliban and Bin Laden's sister!  #TrumpIsATraitor https://t.co/ePGy68EyuP
5492,RT @BlueRobotDesign: @realDonaldTrump I saw a giant crowd out to early vote. Not a MAGA hat seen.
5493,@realDonaldTrump Good Luck from UK 🇬🇧🇺🇸
5494,"@realDonaldTrump , Seeing the new circumstances recently brought to light. I feel the “Biden Campaign” as well as… https://t.co/A3rWkC6Qme"
5495,@realDonaldTrump Trump Train Coming!!!
5496,@realDonaldTrump Polls numbers are looking great to watch your ass escorted out of The White House.
5497,RT @DaveyDogs: @realDonaldTrump Theres one Crime bill he'll get right in January Donny and it looks like this 👇 https://t.co/eysDzC9ffh
5498,@realDonaldTrump https://t.co/RiePOXvkFE
5499,"@realDonaldTrump Lol look at your numbers! You have derailed, son!!"
5500,@realDonaldTrump https://t.co/PJQHRpd7BL
5501,RT @BlueJakeblue: @realDonaldTrump The individual protests too much methinks!!  There's no end to his lying because it's drilled into his p…
5502,@realdonaldtrump  Just saw the 3rd Debate Topics.  Basically the same as the 1st  They don’t want to discuss foreig… https://t.co/eSTI2kXOP3
5503,@realDonaldTrump You’re losing BIGLY!  Your ratings on 3 separate channels couldn’t compare to Biden’s on one.   St… https://t.co/icNr2HecDM
5504,@realDonaldTrump I’m just going to leave this here... https://t.co/kEBCJ6W5Db
5505,@realDonaldTrump loves his supporters because they are even more stupid then he is
5506,RT @Michell27963225: @realDonaldTrump Are you actually going to pay the bill this time. You still haven’t paid some states for the 2016 ele…
5507,RT @HappyHippieRes: @realDonaldTrump Speaking for all of the sane people in middle Georgia https://t.co/P8dDlOlwsN
5508,@realDonaldTrump He s wright truth is best . Honesty is best policy.
5509,@realDonaldTrump @TheBabylonBee Twitter knows your lies are dangerous. It’s about time they shut you down.
5510,@realDonaldTrump Another super spreader!!! No regards about the life of those present! Shameful! @FLOTUS @JoeBiden… https://t.co/5OdAa2Vpxo
5511,@realDonaldTrump @SenatorCollins That's scary. ACB will be a great addition to the court.
5512,RT @LockDonUp2021: @realDonaldTrump Are you proud of yourself? Another 20 infected as a direct consequence of one of you superspreader even…
5513,"@realDonaldTrump Trust me, I did vote early💙💙"
5514,@realDonaldTrump @SenatorCollins https://t.co/eDICclkshj
5515,"@realDonaldTrump The fat man is false, fake, and flatulent in his facts, https://t.co/uCO7mIWDXB"
5516,@realDonaldTrump Fuckin clown. The time is drawing nigh where you will have to face the music clown
5517,@realDonaldTrump @SenatorCollins Now...remember for once that you are an adult. Mkay?  You got a few more weeks
5518,@realDonaldTrump Where are you looking at that at old man. LOL that's a joke. unless you are doing something your n… https://t.co/waUEBxUZhi
5519,"@realDonaldTrump Only in your own little fantasy world, nazi shitstain. I bet your gold digging wife sleeps in the… https://t.co/E7qrfhGC3t"
5520,"@realDonaldTrump , Just explain and tell us WHY!, you decided to risk all of your fellow Americans at our expense f… https://t.co/AUINyAKu2g"
5521,@realDonaldTrump #Fascist
5522,RT @TalbertSwan: @realDonaldTrump @GStephanopoulos If ONE white woman accused me of rape my career would be OVER.   Trump has been accused…
5523,@realDonaldTrump @TheBabylonBee @FBI
5524,RT @PaulGus06695710: @realDonaldTrump What do you think of the welcome sign in Des Moines? #LincolnProject https://t.co/AOADF5yXGX
5525,@realDonaldTrump Super spreader president
5526,@realDonaldTrump Let’s talk about you insanely corrupt kids now.
5527,@realDonaldTrump https://t.co/4CJEEZGtjZ
5528,@realDonaldTrump Call Rudy
5529,@realDonaldTrump I’m so confused as to why 20K would retweet this tweet?!!!🤷‍♀️🤦‍♀️
5530,@realDonaldTrump Liar liar pants on fire!
5531,@realDonaldTrump There is nothing presidential about you.
5532,"RT @TimeToSayGood15: @realDonaldTrump ""John Kelly said, in reference to Trump, that:  “The depths of his dishonesty is just astounding to m…"
5533,@realDonaldTrump Booooo
5534,@realDonaldTrump The crowds you see are the ones waiting in line 8 hours to vote you out of office. https://t.co/9ECRp0UrkF
5535,RT @RoeCamie: @realDonaldTrump   You do live in an alternative world don't you? Saying it doesn't make it so! Hitler thought that way too a…
5536,@realDonaldTrump Dude he could say the dumbest thing ever and you'd find a way to best it! Sit down..
5537,@realDonaldTrump # QANONREALLY
5538,@realDonaldTrump this is what you get when a boy is killed in South Africa   #FarmMurders  https://t.co/njquecuvTu
5539,@realDonaldTrump @GStephanopoulos It was found out today from sources that Trump has always been in contact with Wh… https://t.co/1HHN5dJ70r
5540,RT @chipfranklin: @realDonaldTrump Who agrees that Trump is a super predator? ✋
5541,@realDonaldTrump 😱😂🤣😂 https://t.co/gNFCA7OXdY
5542,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/bxEIPCLX7M
5543,@realDonaldTrump https://t.co/QnhAMlvbsw
5544,@realDonaldTrump #VoteBiden
5545,@realDonaldTrump @GStephanopoulos Far better ratings. Only one network instead of three. It was a nice try. Transpa… https://t.co/PMP2gwaU0w
5546,RT @scientificrealm: @realDonaldTrump Steroids &amp; Cocaine 24/7/365!!!!
5547,@realDonaldTrump https://t.co/sgTuJJIRyd
5548,RT @lesleyabravanel: @realDonaldTrump You’re a repugnant unrepentant racist who defends white supremacism and demented cults about baby eat…
5549,@realDonaldTrump @NBCNews #youareakaughingstock #strongwomanweaktrump #savannahmadeTrumpcryuncle #CrazyUncleTrump
5550,RT @NationalRepubl2: @realDonaldTrump And why is he excited?  'Cause he's down 4 points in Georgia. GEORGIA!  @TeamTrump staff need to jump…
5551,@realDonaldTrump @TheBabylonBee G’ahead and delete this already! By now you know it was satire don’t you?
5552,"@realDonaldTrump Embarcaciones ""pesqueras"" de China se posicionan frente a las costas del Pacífico en América del S… https://t.co/0ZtZyBz9di"
5553,@realDonaldTrump Let's not forget that you actually lost the popular vote to hillary clinton. How pathetic is that???
5554,"@realDonaldTrump You are so cute, over there, trying to kill your own base. https://t.co/f5AA7wlDXi"
5555,"@realDonaldTrump ""Like a drunk sailor""  The Republican Senator Ben Sasse, meanwhile, attacked the incumbent on a br… https://t.co/ywUTfr0Rsq"
5556,"@realDonaldTrump   Donnie, can you point out that corner you say we are turning? https://t.co/jZwqhrMd5X"
5557,@realDonaldTrump @NBCNews Yeah keep telling yourself that.  🤣🤣🤣 https://t.co/IvxQvr1Sew
5558,@realDonaldTrump YOU'RE LOSING...thought you were supposed to be a smart guy😅😅😅
5559,@realDonaldTrump @POTUS What is y’all doing for small business.
5560,@realDonaldTrump Poor Georgia
5561,@realDonaldTrump Yeah fucking right. He had four years. Next.
5562,@realDonaldTrump It is not easy ... On people that don't have much. .  I'm not against trump but we need to help th… https://t.co/iiIGAVvuoQ
5563,@realDonaldTrump This isn't a tv show.
5564,"RT @Football4Me1: @realDonaldTrump Land in Macon, or land ON Macon?"
5565,@realDonaldTrump Biden 2020
5566,@realDonaldTrump Estou estudando os impactos sociais relativos ao Plural de Mulher em inglês não conter o S e sim o… https://t.co/NezU4KnKoF
5567,@realDonaldTrump Mr President please bring up the Hunter Biden stuff at next debate. Don’t let it go. Demand it gets exposed.
5568,@realDonaldTrump What happened at the 34 second mark!?!? He fumbled his words and played it off like he noticed someone in the crowd. 🙄
5569,RT @scientificrealm: @realDonaldTrump https://t.co/04cyNConta
5570,@realDonaldTrump #Nostimulusnovote We aren't having it anymore. I was a Republican 3 weeks ago. Why have you failed… https://t.co/nPa0zlv6Bw
5571,@realDonaldTrump @Turtlemode155 https://t.co/JejW0xXiNO
5572,@realDonaldTrump https://t.co/vRjasG0oOQ
5573,@realDonaldTrump https://t.co/p2EmTM7w1g
5574,RT @Cleavon_MD: @realDonaldTrump ⚠️dead at 16 16 y.o. Estella Perez from Homestead Florida died from #COVID. This death was preventable and…
5575,"@realDonaldTrump Don’t you ever get tired of hearing your... yeah, no, I didn’t think so 🤢"
5576,@realDonaldTrump Just watched the rally! Wow! How exciting! The interviews with your supporters were especially rev… https://t.co/gcKoAGEN0b
5577,RT @RoeCamie: @realDonaldTrump https://t.co/yyEr9aIEaj
5578,RT @ResistThePres: @realDonaldTrump Have a super duper spreader time! https://t.co/DCSTaZ0cSK
5579,@realDonaldTrump WTF!  THAT’S What Makes The Donald Tick!? Yikes!! Get The Fiction Behind The Facts! Check Out This… https://t.co/GXZslSLGTX
5580,@realDonaldTrump Three hard disks exposed.
5581,@realDonaldTrump God Bless President Trump!!!
5582,RT @Baligubadle1: @realDonaldTrump Joe Biden won last night and today's ratings
5583,@realDonaldTrump Another one of your Super Spreader Events?
5584,@realDonaldTrump https://t.co/fZjyra12BE
5585,@realDonaldTrump https://t.co/1MuSTC2eaq
5586,@realDonaldTrump #tRUmpsDeficit  https://t.co/eTZlqpXaoo
5587,@realDonaldTrump Superspreader 🙃
5588,@realDonaldTrump Kim Klack Donald Trump thinks your city is a waste of Republican tax money.   2 trillion dollars a… https://t.co/sGgfAuyZ6E
5589,@realDonaldTrump 4 more years .
5590,@realDonaldTrump trump 2020: 🤮🤢🥴 trump 1946-2020: 🥰😁🤩🥳
5591,@realDonaldTrump https://t.co/BscX5whzSX
5592,"RT @1100Penn: @realDonaldTrump NEW—  Doral confab featured Proud Boys leader  Two weeks after @realdonaldtrump told the hate group to ""stan…"
5593,@realDonaldTrump https://t.co/qc8sF6zyKS
5594,@realDonaldTrump Super spreader!
5595,@realDonaldTrump looks at Hope Hicks the same way @FLOTUS looks at @EmmanuelMacron.  #JustSayin https://t.co/HYua7xXEDM
5596,RT @LockDonUp2021: @realDonaldTrump Are you proud of yourself? Another 20 infected as a direct consequence of one of you superspreader even…
5597,@realDonaldTrump If you guys want flags please support our small business. We will same day ship! God bless you all… https://t.co/uhBbfOh2b8
5598,@realDonaldTrump @stevenmnuchin1  @RepMaxineWaters @SpeakerPelosi @ProbSolveCaucus @BillStepien @RoKhanna… https://t.co/SCJ3u492SL
5599,"@realDonaldTrump Don’t you and #Ivanka have all your clothing, hats, and other items from China? Plants that you sa… https://t.co/XR3ymI4Qdv"
5600,"@realDonaldTrump Liar, liar, pants on fire! 🤥🔥"
5601,@realDonaldTrump #25thAmendmentNow
5602,@realDonaldTrump Mass murderer
5603,"RT @Z_Everson: @realDonaldTrump @NBCNewsTHINK The video @realDonaldTrump just shared, falsely claiming Iran was holding bin Laden?  The int…"
5604,RT @paulabal: @realDonaldTrump I have a great love for my country  so NEVER!! https://t.co/KYQCvacBCI
5605,RT @LanceUSA70: @realDonaldTrump https://t.co/2sxEgY6XEr
5606,@realDonaldTrump fans are 100% loons! I won’t forgive any of you. You will all be the laughing shame of America.
5607,@realDonaldTrump https://t.co/pMAbzsj29f
5608,@realDonaldTrump So you paid $750 dollars in taxes: Guthrie: (NYT) also says that you paid $750 in taxes in the yea… https://t.co/wd5IhOKd2i
5609,@realDonaldTrump How 'bout you just stay there?
5610,"RT @mmpadellan: @realDonaldTrump Biden DESTROYED you in the ratings, Spanky.  And he presented himself as a rational, smart, thoughtful alt…"
5611,@realDonaldTrump Make America Great Again by Voting for Joe Biden!!! #VoteBidenHarris2020
5612,@realDonaldTrump @JoeBiden Biden Town Hall Leads Trump in Ratings Battle https://t.co/nvsvHSiTSw
5613,@realDonaldTrump https://t.co/vuMZRVqQ1Y
5614,@realDonaldTrump You called one of your toadies by the wrong name all evening at your super-spreader event...… https://t.co/CqG55KnCyn
5615,@realDonaldTrump #GOPtreason https://t.co/gq8xrwhI7w
5616,@realDonaldTrump See you later.....
5617,"@realDonaldTrump @TheBabylonBee Wow, America, when do you start asking yourself whether the experiment should be over."
5618,RT @IndignadoAarg: @realDonaldTrump Ayuda para compartir...  https://t.co/YeduOt0Qvr
5619,@realDonaldTrump Vote Trump to prison!
5620,@realDonaldTrump noone likes you. Pack your bags fat nixon https://t.co/ih2N2f2G9z
5621,@realDonaldTrump @TheBabylonBee He actually pulled his negative ads when you got covid. Ungrateful POS. BIDEN 2020!!
5622,RT @SmokeyStafford: @realDonaldTrump 💥Trump ranked as worst President in the history of the universe... maybe longer. https://t.co/0rPL0GDZ…
5623,@realDonaldTrump https://t.co/GxmLNbyTJK
5624,"@realdonaldtrump is a callous, childish racist."
5625,"@realDonaldTrump Keep telling yourself that, old, senile man."
5626,@realDonaldTrump The New Jim Jones . 😎
5627,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee You are so ignorant.  You are literally tweeting out satire news.  You have officially r…
5628,@realDonaldTrump https://t.co/t5N6d8oitu
5629,RT @scientificrealm: @realDonaldTrump https://t.co/eM9CxYLPuY
5630,@realDonaldTrump #jojorgensen4POTUS
5631,"@realDonaldTrump @GStephanopoulos The Gangster in chief is talking about corruption, let’s listen to him, he is the… https://t.co/sriWyw6920"
5632,RT @scientificrealm: @realDonaldTrump https://t.co/jeigJZ7t2e
5633,@realDonaldTrump Lol this is so overdue i think people forgot about it bro
5634,"RT @TalbertSwan: @realDonaldTrump @TheBabylonBee The incessant man child who whines, cries, and complains daily about alleged ‘fake news’ i…"
5635,@realDonaldTrump IGNORANT LIAR
5636,@realDonaldTrump White folk state👈
5637,"@realDonaldTrump @ukminority2060 Ya right, like you would."
5638,@realDonaldTrump #SuperSpreaderTrump
5639,@realDonaldTrump is in deep do-do with putin &amp; putin’s oligarchy thugs.  trump didn’t know what he was getting into… https://t.co/Xp9cAZNQ69
5640,@realDonaldTrump where are the Ad in support of you? I am in Washington and we are being bombarded by Dementia Joe… https://t.co/CfdrAyO8PK
5641,@realDonaldTrump Did you watch TV tonight? Don’t miss The Way I See It!
5642,RT @scientificrealm: @realDonaldTrump https://t.co/wKVX12rpC8
5643,RT @MsEVE80: @realDonaldTrump @PressSec  Trump said he loves Wikileaks so how about helping Assange?? You have the power to save him. You d…
5644,@realDonaldTrump https://t.co/PZ7zJOMlPL
5645,RT @bblock29: @realDonaldTrump Florida thinks you suck! #SuperSpreaderTrump
5646,@realDonaldTrump https://t.co/kquFZTsMS8
5647,@realDonaldTrump America end if Biden be President
5648,@realDonaldTrump @TheBabylonBee Dumb Don. Really dumb.
5649,@realDonaldTrump COVID BOWL!
5650,RT @LanceUSA70: @realDonaldTrump https://t.co/2sxEgY6XEr
5651,@realDonaldTrump Chalk up Manslaughter in Macon to add to the crimimg. You're the most irresponsible leader we've e… https://t.co/u1MJrgPDHL
5652,"RT @TheDailyEdge: @realDonaldTrump @cspan THE REAL HUNTER SCANDAL: Donald Trump, Jr. went to Mongolia, illegally slaughtered a rare and maj…"
5653,@realDonaldTrump @SenatorCollins https://t.co/uXDhxwKlL0
5654,RT @ReesusP: @realDonaldTrump https://t.co/PULCC3uFEP
5655,@realDonaldTrump has a helluva nerve calling anyone dumb or out of touch given what an clueless moron he is. https://t.co/D8zsv9gvY0
5656,"RT @murray_nyc: @realDonaldTrump @TheBabylonBee So embarrassing! @TheBabylonBee is a satirical website:  ""The Babylon Bee is the world’s be…"
5657,"RT @RWTrollPatrol: @realDonaldTrump Fun Facts, three of Trump's campaign managers have been arrested. It's been 112 days since Trump was ad…"
5658,RT @scientificrealm: @realDonaldTrump https://t.co/LQqoJQztJp
5659,@realDonaldTrump You repeating the same statements for the same supporters you’ve conned shows just how incapable a… https://t.co/kHLZGdjPqb
5660,@realDonaldTrump Vote for change.  Vote for her.  Women will decide this election...Vote for Biden! https://t.co/G230ZWkUOo
5661,@realDonaldTrump @nypost You and your hack Giuliani were involved with the Russians and got caught.  It’s not worki… https://t.co/kQ8lbUI6EN
5662,"@realDonaldTrump Trump has my vote, and my whole family here in California! #flipit! Vote!"
5663,@realDonaldTrump I do believe you’ve completely been lost touch with reality. Vote for Biden.
5664,RT @okkie48: @realDonaldTrump https://t.co/4v4jFbR93l
5665,@realDonaldTrump #blametrump
5666,@realDonaldTrump CRASH &amp; BURN TOUR 🤣    🤣    🤣   https://t.co/YHrYXqPdHT
5667,@realDonaldTrump https://t.co/ho9rCc60JJ
5668,@realDonaldTrump send me pics of ur little Fuckin balls asshole
5669,@realDonaldTrump https://t.co/e41bBJz9C5
5670,@realDonaldTrump   Kiss PA goodbye: https://t.co/1RzduUjvNJ
5671,@realDonaldTrump @FoxNews @DanaPerino @BMorgenstern45 @kayleighmcenany @PressSec @DonaldJTrumpJr     Democrat VOTER… https://t.co/xTe9bHoyai
5672,"RT @1100Penn: @realDonaldTrump Times' hotel investigation, annotated  Dive deeper into the morass of President Trump’s business conflicts…"
5673,@realDonaldTrump 😱😱😱😱 https://t.co/VXQb8dr2Rh
5674,@realDonaldTrump Damn though your plane crashed
5675,@realDonaldTrump https://t.co/kRg2VnhaB1
5676,"@realDonaldTrump ""Trump is the most flawed person""  Marine Gen. John Kelly"
5677,@realDonaldTrump https://t.co/cfpoIC9886
5678,RT @LanceUSA70: @realDonaldTrump https://t.co/2sxEgY6XEr
5679,@realDonaldTrump https://t.co/PMmd0qh4NW
5680,"@realDonaldTrump Hey Macon GA? You There? Congratulations on you 2fer. Yep, a visit by DOTUS, and, can you stand it… https://t.co/6Yw8UoM7mH"
5681,@realDonaldTrump And every vote shall be counted!!!
5682,"RT @mmpadellan: @realDonaldTrump You are LITERALLY trying to kill seniors with your herd immunity, by killing Obamacare, and with your plan…"
5683,@realDonaldTrump #TrumpSuperSpreader   #SuperSpreaderTrump   #SuperSpreaderEvent https://t.co/IWNFRt7qad
5684,RT @HKrassenstein: @realDonaldTrump @TheBabylonBee You are so ignorant.  You are literally tweeting out satire news.  You have officially r…
5685,"@realDonaldTrump ""Trump is the most flawed person""  Marine Gen. John Kelly"
5686,@realDonaldTrump watch this you will see what a real President looks like. https://t.co/thi9Iyi046
5687,"@realDonaldTrump let’s move everyone to parlor and see the DemoncRATS lose their mind, PUHLEEEEEZ"
5688,RT @lauferlaw: @realDonaldTrump @TheBabylonBee So the ancient Mesopotamians have an opinion on Twitter.  Any other “credible” news sources…
5689,@realDonaldTrump BREAKING! Whiny little manchild complains.....
5690,RT @MezcalKid: @realDonaldTrump @TheBabylonBee You can’t win so you have to make up the wildest lame brain accusations. #QAsinine https://t…
5691,"@realDonaldTrump Getting ready to regurgitate the same vile rhetoric that dismays long standing allies, and embolde… https://t.co/2txOlspQ2O"
5692,RT @scientificrealm: @realDonaldTrump https://t.co/zv0Z4XoOPg
5693,"RT @murray_nyc: @realDonaldTrump @TheBabylonBee So embarrassing! @TheBabylonBee is a satirical website:  ""The Babylon Bee is the world’s be…"
5694,"@realDonaldTrump @NBCNews @cspan Yes,Uncle Donald hopefully they will treat you the way you treat everyone else.  Right Uncle."
5695,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…"
5696,@realDonaldTrump @realDonaldTrump you are clearly losing it... the “big crowds” are the blue wave telling you to gtfo.
5697,"@realDonaldTrump Donald Trump took this country’s National Debt to places, well, places no one has ever seen before!"
5698,RT @Cleavon_MD: @realDonaldTrump ⚠️dead at 16 16 y.o. Estella Perez from Homestead Florida died from #COVID. This death was preventable and…
5699,@realDonaldTrump man how dumb do his crowds be?????? https://t.co/L11v6mwVkU
5700,RT @momurichii: @realDonaldTrump I  can’t believe people still defend this man! His followers and supporters would be fine with him shootin…
5701,"@realDonaldTrump ""Trump is the most flawed person""  Marine Gen. John Kelly"
5702,@realDonaldTrump   Joe had better ratings!
5703,@realDonaldTrump @seanhannity @donaldtrumpjr  RT @KMCRadio: I TOLD YOU SO!!! My sources inside BOTH campaigns repor… https://t.co/hgPqCjVeJl
5704,@realDonaldTrump https://t.co/E1g9jR4eSp
5705,@realDonaldTrump https://t.co/xWl2TmXVn5
5706,@realDonaldTrump wow you couldn't even beat biden's ratings for the town hall? you're washed up
5707,@realDonaldTrump ARREST ANTIFA AND BLM ORGANIZERS AND FREEZE THEIR ASSETS!  ARREST GEORGE SOROS BECAUSE HE IS A TREACHEROUS TRAITOR!
5708,@realDonaldTrump https://t.co/Xnrvpjljna
5709,"@realDonaldTrump When you release your taxes, actual transcripts of your phone calls &amp; meetings w/Putin. When your… https://t.co/FTwmWbiOyw"
5710,@realDonaldTrump We don't want it anyway
5711,@realDonaldTrump you already lost🤡 https://t.co/gX8ZkEx7xT
5712,@realDonaldTrump https://t.co/CYXW88V9tH
5713,@realDonaldTrump 👇 https://t.co/XNKydx3xB7
5714,"@realDonaldTrump Equal civil rights, medical coverage, fed coordinated pandemic response, shit..... Lies.... I coul… https://t.co/yJSbunbdaG"
5715,@realDonaldTrump don’t care https://t.co/GOfwsI58E5
5716,@realDonaldTrump Chile 🙈 anyways get the hell out of my state! #Turngeorgiablue
5717,"@realDonaldTrump Hell no. You are not going no where after Biden wins. You wanted to be president right. Well, now… https://t.co/waNcRG4A8F"
5718,RT @tessasmarty: @realDonaldTrump Super spreader event... how many will die to feed your ego? #TheGOPisCorrupt #BidenHarrisToSaveAmerica #T…
5719,@realDonaldTrump https://t.co/aVoOoF83Hv
5720,"@realDonaldTrump Embarcaciones ""pesqueras"" de China se posicionan frente a las costas del Pacífico en América del S… https://t.co/QLtrzKYHKW"
5721,@realDonaldTrump https://t.co/Vn3dqjGTQA
5722,RT @MontyBoa99: @realDonaldTrump @TheBabylonBee The Babylon Bee is to news websites what POUTS's term has been to every other American pres…
5723,"@realDonaldTrump My husband and I, both Seniors, have already voted for you! We also voted for our Republican candi… https://t.co/rIboM3Qb5U"
5724,RT @KevinBCroft2: @realDonaldTrump AND BIDEN GETS A FOOT RUB AND TOE LICKING FROM GEORGIE BOY!
5725,RT @Cleavon_MD: @realDonaldTrump ⚠️dead at 16 16 y.o. Estella Perez from Homestead Florida died from #COVID. This death was preventable and…
5726,RT @HKrassenstein: @realDonaldTrump You refused to say whether you knowingly went to the debates knowing that you had a deadly virus.
5727,@realDonaldTrump @NBCNews What? You didn’t interrupt your self 90 times during the show? 😆
5728,@realDonaldTrump @TheBabylonBee The Babylon Bee is a satirical site do you not read
5729,@realDonaldTrump is a disgusting epidemic.
5730,@realDonaldTrump your outta here let’s go @JoeBiden @KamalaHarris https://t.co/rxl8TshM55
5731,"RT @OwnRules: @realDonaldTrump @Varneyco @FoxBusiness Tell them about your Super Spreader rallies, Agolf! https://t.co/DhLRjKaXTO"
5732,@realDonaldTrump Super spreader event... how many will die to feed your ego? #TheGOPisCorrupt… https://t.co/h4dBgJIWKN
5733,"@realDonaldTrump From the guy that undoubtedly has no idea what a bill actually is or how it comes about. Our POTUS, Ladies &amp; Gentlemen."
5734,"@realDonaldTrump ""Trump is the most flawed person""  Marine Gen. John Kelly"
5735,"@realDonaldTrump @OANN So, if I put a flag inside of Trump Towers, I discovered it! Awesome! Because I'm pretty sur… https://t.co/iaB3NidPQP"
5736,@realDonaldTrump @GStephanopoulos #heburiedyou #BidenHarris2020  #weaktrump #TrumpIsALaughingStock  #TrumpIsANationalDisgrace
5737,RT @ActivistRaising: @realDonaldTrump https://t.co/PxTuY5VfAR
5738,"@realDonaldTrump Mr President,for 20 years i had submitted in dv lottery,and for 20 years i didn't won or accepted… https://t.co/4TjR4VitYV"
5739,@realDonaldTrump https://t.co/wsarGYQpRv
5740,"@realDonaldTrump All the best, good luck, 🙏🏻✌🏻"
5741,@realDonaldTrump #TrumpLiesEverytimeHeSpeaks.#BidenHarrisToSaveAmerica2020.#JoeAndKamalaTakeOverTheWHJan2021AMEN
5742,@realDonaldTrump You mean the process to #VoteTrumpOut
5743,"@realDonaldTrump DEAR MR PRESIDENT,  Here is Another Link Showing Voter FRAUD Mailbox Tampering Caught On Video https://t.co/SWyHfDQhwY"
5744,"@realDonaldTrump Propose having  a debate w/ Biden. @maddow or @donlemon ask you questions, then have… https://t.co/HO6thVpPqQ"
5745,"RT @Cleavon_MD: @realDonaldTrump Dr. Steven Silverman, 71yo OBGYN, West Palm Beach, FL, died of #covid19 9/10. He had a gift for nurturing…"
5746,"RT @4a_of: @realDonaldTrump Total bullshit!! The only thing you're better at with seniors than Joe is killing them!! 218,000 dead and climb…"
5747,@realDonaldTrump @GStephanopoulos https://t.co/Z8Qy98Hnux
5748,"@realDonaldTrump Shit I’ve been there, redneck af 😂"
5749,@realDonaldTrump @TheBabylonBee https://t.co/CPosd1itQk
5750,@realDonaldTrump Donald the clown https://t.co/o2SNSAIbMJ
5751,@realDonaldTrump Is the CIA and FBI going to arrest and Prosecute Rudy Giuliani as a Spy for Russia? Or was Russia… https://t.co/DTXjhIRgkr
