,text
12204,"joe biden is best
"
12205,"joe quotcome onquot just remember to vote for trump
"
12206,"i hope that joe biden wins
"
12207,"who build  cages  joe  
"
12208,"i hope trump wins the elections joe is so evil he just wants to terminate humanity
"
12209,"joe biden is stupid brainless a greedy man biden is america39s evil voting for trump
"
12210,"when do fake news report about corruption of joe biden familybr what about laptop from hell fake news what about phones from bobulskibr what about dni ratcliffe explanation br joe biden is a corrupt criminal and racist uspoliticianbr the fake news are helping to make usa a criminal nation of this planet
"
12211,"joe is too old  probably close to die come on trump is the best choice for 
"
12212,"joe biden is doing too much of politics by just blaming and targetting donald trump for everything
"
12213,"joe biden will win the elections
"
12214,"quien vote por joe biden est apoyando el comunismo y las dictaduras catristas chavistasmaduristas a putin y a cina comunista el mister presidente donald trump es la esperanza mundial para derrotar a esa plaga comunista dictatorial que h hecho sufrir a cientos de millones de soadores por la libertad trump es nuestro hombre y es el que har por ti y tus hijos que viva trump y su exelente trabajo en su presidencia
"
12215,"joe biden know the truth but trump had the coronavirus and he tell lie
"
12216,"oompa loompa trump and simple charliejoe biden
"
12217,"trump is better than joe  let39s vote for trump 
"
12218,"so obama never listened to his vice president input joe admitting he brought nothing to the table while he was in power adsurd trump 2020 biden is perfect puppet for the elites trump is embodiment of freedom 
"
12219,"joe is like annoying uncle that just doesnt stop ranting
"
12220,"and after the debate both donald and joe were scolded to go back to their kindergarten teacher
"
12221,"plis joe winner
"
12222,"sleepy joe is a vacuum cleaner 
"
12223,"sleepy joe definitely can39t lead the countryhe has no idea
"
12224,"this video of joe biden  this is a must see for voters  br br                                             a hrefhttpsyoutubejpufwmzn9eohttpsyoutubejpufwmzn9eoa
"
12225,"who built the cages joe
"
12226,"theres something very puppet about joe unconfident
"
12227,"a hrefhttpswwwyoutubecomwatchvygpfkkjditsampt1h14m08s11408a joe biden called trump quotabraham lincolnquot and said he39s one of the most racist presidents they had in modern history wrong answerbr br edit trump commented on his error later after it lol
"
12228,"it seems to me joe has a lot of possible unexplained wealth accumulation though  could be worsewhat the heck no one is clean politician lol  as they say choose the lesser  with real intention to make the country great again  cheers
"
12229,"wow from my diligent research i39m noticing every fought wrong lie crime and or corruption joe accused trump of he39s really the guilty one of the corruption applauseable denial is joe39s joe39s response aka true liesbr br i have family members who have been pardon or released from incarceration due to trump39s 1st act locked up for years for nonviolent offensives convicted unjustly but the joe biden crime bill i respect him for giving hbcus assuranced federal financial funding obama actually decreased funding to hbcus credit where credit is due common sensea hrefhttpwwwyoutubecomresultssearch_query23andanda it39s for free
"
12230,"who built the cages joe
"
12231,"who built the cages joe
"
12232,"who built the cages joe
"
12233,"joe39s right anyone who interferes in american election must pay the price it39s about american sovereignty
"
12234,"joe biden
"
12235,"i hope joe isnt elected or trump isnt elected both of them are two donkeys
"
12236,"firing bulletsbr trump excuse mebr joe commonbr 
"
12237,"if trump wins it39s better the relationship between the philippines and the usa if joe wins welcome china welcome russia then all drug dealers against the philippines can enter
"
12238,"i will vote for joe to become next president
"
12239,"evidently the lady coordinator of debate is favouring joe biden always letting him talk and cutting the responses of trump
"
12240,"this chick cuts off trump every chance she gets but not sleepy joe hmmmm wonder why this is a laughable last attempt at trying to get sleepy joe the win  your fired joe
"
12241,"joe39s tries so hard to be a alpha but deep down he knows he beta
"
12242,"joe biden is not the vice president anymore
"
12243,"time to hold joe with baby gloves
"
12244,"joe biden has no problem with murdering newborns thats a red flag and a strong no from me
"
12245,"democrats acting like joes gonna win and almost everyone in this comment section is making fun of him
"
12246,"i dont look at it as red and blue states br br but look at the red states they are the ones with spiking outbreaks  bjoe bidenbbr 
"
12247,"joe are fail
"
12248,"a paper boat for joe biden are they going to blame him for so many people died in this world are they going to have enough sense to know it39s a good lord not him has he ever caught the corona now he39s taking his basement of his house so he can catch it he don39t let nobody in to see him either
"
12249,"trump at least is fighting to save people39s lives not oh we got so many dead and all this he is trying to keep people alive he39s not god but he is a human being and he trying people like joe biden just wants to be the president and bossy
"
12250,"all joe budden like about his wondrous dead god killed him we didn39t that39s all he can talk about is the one that39s dead he39s not worried about the one that39s alive
"
12251,"may be true simply wants to remain rich and at the top of his industry and he wants to be rich in the greatest country in the world to spend and earn and i financially see what he39s saying br after listening to joe idk br but if compassionate joe takes trumps plans  yea i said that br  if he does what trump wants to do for economics and still give that laied back positive joe vibe that would  e cool but im still want to hear his plans in simpleterms its always a long talk with joe at least entertaine me if your gonna play with the peoples economics emotions emanuel education edicts enrollment
"
12252,"how can donald trump bring up joe biden son has passed away
"
12253,"joe biden talks like a con man and he isn t that smart he is simply taking money from other countries in the world and pockets it and even makes his family as rich as they can without getting caught don t ever vote for biden we will wind up in hell before his first term is over
"
12254,"donald trump might steal joe bidens term after the election if biden wins therefore the only way to defeat trump might be with capital punishment
"
12255,"to everyone who sais that this moderator was better than the last one no all she did was saving joe over and over again everytime trump made a point she would interrupt him and pass on to biden so pathetic why cant we have a neutral moderator just once br someone who lets trump talk who doesnt save joe and who makes both stand with the back to the wall
"
12256,"ahah ahahah is not joe fault either is china faultbr did he say i was kidding about the virus being fake ahahahah i love this what a show so funny i cant stop laughing i swear i never understood politics till i watched this man is fun and good laugh
"
12257,"good bye biden or sleepy joe  world need person work on matters not get paid illegal money in family wide
"
12258,"untrustworthy joe trump is a different breed they aren39t ready for like trump said quothe ain39t a politician they need him out of office asap so they can roll out their agenda which trump is blocking facts
"
12259,"dont point your dirty fingers at us sleep joe
"
12260,"donald trump 30 joe weeden
"
12261,"trump is a better president and joe joe seem to look like a crook
"
12262,"joe the big guy biden come on man
"
12263,"if joe becomes the president then america will slip to no 2 or a hrefhttp3so3soa vote for trump only
"
12264,"joe biden isnt that bad its not like anyone was going to up and destroy the military industrial complex anyways lol
"
12265,"sorry joe the worlds trend isquot good bye politicsquot and welcome business  milenials have no respect for politics
"
12266,"joe biden quotwe need standardsquot that39s an oxymoron
"
12267,"save the planet from global warming joe
"
12268,"joe biden has an ear piece in his ear see the way he keeps catching himself in mid sentence and correcting himself because some1s telling him what to say through his ear piece this is all a big broadway show
"
12269,"joe biden is an evil evil little man
"
12270,"best of this debatebr trump chinabr joe cmooon br 
"
12271,"who built the cages joe
"
12272,"a hrefhttpswwwyoutubecomwatchvygpfkkjditsampt51m20s5120a yooooo get that bag joe biden
"
12273,"joe is and always had been a joke a hrefhttpwwwyoutubecomresultssearch_query23trumptrumpa 2021 a hrefhttpwwwyoutubecomresultssearch_query23jesusjesusa 4ever
"
12274,"joe biden made in china with coronavirus  donald trump made in u s a for safety american peoples  make america great again 2020 trump 
"
12275,"trump  thumps down  joe biden  thumps up
"
12276,"who build the cages joe  trump 2020
"
12277,"joe biden has a 40 career of nothing donald trump has done more in less than four years the most of the democratic party
"
12278,"i love the way trump speaksjoe is also good
"
12279,"sleepy joe need to save his energy he has absolutely nothing good for america he39s only after filling his own  stomach
"
12280,"semoga saja joe ini tidak 11 12 sama trump
"
12281,"my advice to americans is vote for joei am zambian
"
12282,"joe biden for senate lt3
"
12283,"everything joe want to do are things he could have done when he was vice president
"
12284,"boths biden and trump  they  have focus only covid19 and china  how u would control trump  says  i have to  control corona  young generationbr i don39t  know more   biden says br very day u have to affected br how did u decreases or conrolbr my opinionjoe bedin would b the next  president of usabr because he is good personality br sach a loyel a hrefhttpmanbestmanbesta washes  for joe bedinbr we hopes biden will b soon usa presidential chair br note coronachina 
"
12285,"joe biden is in no fit state to run the country br his eyes are glazed over most of the time  clearly early dementia
"
12286,"joe quotcome onquot biden
"
12287,"joe biden starts attacking immediately shows weakness
"
12288,"a hrefhttpswwwyoutubecomwatchvygpfkkjditsampt1h00m43s10043a who built the cages joebr who built the cages
"
12289,"joe biden what the hell i am doing here awkward
"
12290,"i feel joe doesn39t know what he talking about im not an expect but common sense we can39t close the country period
"
12291,"im sorry but joe isnt making sense  
"
12292,"joe
"
12293,"it sucks we only have these 2 dumbasses to elect for presidents  trump is corrupted  and joe is just joe  canada here i come i guess 
"
12294,"quotmy name is joe biden and i39m happy to report thousands and thousands of americans are dying all over the place because of corona and it39s trump39s fault ha ha  haquot
"
12295,"quoti am the least racist personquotbr least  so the likes of sloppy joe  are more racist than him bottom line all your white politicians are racist
"
12296,"wow joe biden saying the same thing 345 times i can totally see why people vote for him
"
12297,"joe biden a true lying politician
"
12298,"kamala harris has jailed more black males n females than the entire state of kentucky  no joe
"
12299,"joe biden sounds like george bush
"
12300,"joe biden what to expect if he is elected br 1 massive investment to contain covid19br 2 raising taxes for the wealthiest peoplebr 3 minimum wage doubled br 4 financing of the health and retirement system on the highest incomesbr 5 reinforcement of social aid to finance studies br 6 capital tax increasebr 7 increasing tax rates on corporate profitsbr 8 dedicating 2 trillion to the fight against global warming
"
12301,"joe is a joke that plays off fear but positions himself as someone to not be
"
12302,"this joe biden is scary how fake and currupt he is  im from the uk and i can see straight through him hate him to my core trump just showing how stupid and fake these politicians really are  
"
12303,"who built the cages joe lolol
"
12304,"trump 39lets talk about the cages joe39 br joe 39lets talk about what we39re talking about39 br br wasn39t that what they were talking about 
"
12305,"he really is sleeping joe he will sleep in the white house
"
12306,"like donald trumpbr br reply joe biden
"
12307,"vote joe biden 2020
"
12308,"the easiest way to beat joe is to have a debate that lasts longer than an hour he was not only out of ideas but also wind and breathe how is he going to stay through meetings longer than 15 minutes
"
12309,"joe is a criminal he is going to lie his way through the election and his son is corrupted just like him biden will end carona but not the right way br a hrefhttpwwwyoutubecomresultssearch_query23trump2020trump2020a
"
12310,"uhn he embraces thugs like joe 
"
12311,"my name is joe message and i approve this biden
"
12312,"austria for joe biden the next best president of the usa and the world this man is  the best for the usa
"
12313,"austria for joe biden the next best president of the usa and the world
"
12314,"joe biden brags about getting ukrainian prosecutor fireda hrefhttpswwwyoutubecomwatchvuxadj2cyhttpswwwyoutubecomwatchvuxadj2cya
"
12315,"joe biden saying the same shi
"
12316,"trump killed sniffy joe
"
12317,"who built the cages joe  a the democrats b joe bitesc obamss d all the above
"
12318,"i just love the way trump gently and softly referred to biden as though they are friends in a friendly conversation but bro joe looked like he came for a fightbr moderator too couldn39t hide her sentimentbr br i guess usa needs a bold president and u already got one not perfect but better off
"
12319,"mr donald j trump  people have died from the dangerous virus that came from chinabr br joe biden  the president is responsible for the death of peoplebr again his xenophobic he shut down the boarders with chinabr br joe biden is china39s puppet
"
12320,"more died from h1n1  and the biden was the vice then br man  joe can39t stop putting his foot in his mouth
"
12321,"trump 2020 his all about peace  joe want wars
"
12322,"i vote joe
"
12323,"joe biden exposes seal team 6 families to alquedabr a hrefhttpsyoutubenguzzsmikrwhttpsyoutubenguzzsmikrwa
"
12324,"joe is so boring he39d put sleeping pills out of business sleepy joe 
"
12325,"trump  done a good job not even doctors know covid 19 ishow is joe going to do a better job biden the one doing business with other country39sbiden just trying to look nice and talk nice honestly he care man he39s just a other  quotgeorge bushquot
"
12326,"i noticed trump wanted to reply this women keeps saying we need to move on we need to move onjoe says i want to reply she zips her lipsbr trump asked her to ask biden who built the cages joe looks down she moves on to the next subject lmaooooo
"
12327,"joe biden is so dumb that i can39t believe it i think this buffoon thinks they are talking about literal coyotes
"
12328,"joe and kamala harris are poised for a landslide victory
"
12329,"trump 2020 joe biden done nothing quotcome onquot br br vietnamese for trump
"
12330,"quotwho built the cages joequot bmic dropb
"
12331,"biden doesn39t even know who he39s running against  a hrefhttpsnationalpostcomnewsworld2020uspresidentialelectionjoebidendonaldtrumpgeorgewbushhttpsnationalpostcomnewsworld2020uspresidentialelectionjoebidendonaldtrumpgeorgewbusha
"
12332,"go ahead  joe biden we should support joe biden donald trump is a crazy man
"
12333,"joe biden i dont look at the states as redblue as he doesbr br also joe biden look at the red states there are covid spikes
"
12334,"joe is just copying what trump says just to tryyy to get electedit sint gonna happen  too many people are awake now joe blow
"
12335,"president trump has done nothing other than save lives support the people of the world  we all who are really awoke know for a fact this is a super planscamdemonic plan from the ccp and the demonrats who have been planning on ruling the world for eons and decades  joe lies everytime he opens his mouth  he is a pathetic nonhuman being so full of crap  masks are not the answer they are the problem the demonrats pure and simple  those who cant see that dont know what the big picture is all about  trump is the man who is protecting us from joes threatening dark winterwtf is he even talking about  people wake up now  it is the flu they impose on us every election periodjoe is a ccp puppet and their scams are not working on us anymorebecause we the people are waking up to the truth  its pathetiche is sooo pathetic and childish just concerned about his money
"
12336,"joe biden is a liar
"
12337,"like  trumpbr comment  sleepy joe
"
12338,"joe biden hates black people
"
12339,"stuttering joe
"
12340,"this is worsest election presidential debate i have ever seenbr this crazy woman cnn report she does not know how to make interview to the candidatesbr moreover she was giving more chance for joe biden to say than trump
"
12341,"joe biden can39t even answer the question
"
12342,"creepy joe
"
12343,"joe biden is the worse ive ever seen what a fail of a man
"
12344,"joe biden have alzheimer a hrefhttpwwwyoutubecomresultssearch_query23trump2020trump2020a
"
12345,"39who build the cages joe39joe knows very well who diddemocrates behind most evil events in the history of the us what a phony politician
"
12346,"poor joe has lost it heavily
"
12347,"i cant figure out if hillary was dumber or this joe biden is
"
12348,"we should wait and do another vote i agree with joe we need  face with id
"
12349,"my gosh  imagine that americans may have to go through listening to these debates again in the next month or so if theres are a reelectionbr br poor moderator  he spent more time telling orangeman to stop than creepy corn pop joe
"
12350,"who loves joe bidenbr a hrefhttptheworldsnewzcom20201114joebidenfacestoughchoiceofwhethertobackviruslockdownsusernamehassnain1234httptheworldsnewzcom20201114joebidenfacestoughchoiceofwhethertobackviruslockdownsusernamehassnain1234a
"
12351,"joe don39t you have cancer that39s what the people know
"
12352,"leidos putting the blame on donald trump people around the world they don39t wanna wear the mask he needs to stop saying that he don39t know what39s going on around the world around texas he39s a he39s only a selfish old man give me don39t vote for joe
"
12353,"so democrats newson governor california want to keep amusement parks and keep businesses closed and still want to raise taxes  despite the business closers causes unemployment and still want to raise taxes   last year millions of us dollars were spent to investigate amp impeach trump and found no substantial evidence to do so  historically all economic recessions in the past were all blamed by the presidents in the past most prominently pointing at republicans  they were cause by real estate greed and the financial loan sectors giving loans to people who can39t pay the properties   there is a 10 year cycle and a   30 year cycle those who were about to retire  made millions and walked away a lot of people didn39t \know about the bubble burst new hires were not aware of this with the 2008 20011 and they blamed george w bush for thisbr during katrina hurricane bush was criticized for delays to help louisiana  my college instructor a social class origin china  democratic he bashed bush for the delays 4 days after hurricane cleared  a year later there are fires in san diego a predominantly  white community got help immediately 4 hours after  i rose my hand to school the instructor because of blind bias quot he yes what is on your stern mindquot my response is your saying bush is racist quot instructor39s response quot yesquot  i said it39s 2 different scenarios in louisiana communities were trapped in their attics amp roofs of there homes their emergency personal  police amp fire departments  couldn39t help their own  families let alone communities to take to a stadium 20 miles from their flooded homes also despite the 4 days after the hurricane left the state of louisiana the storm still crossed numerous state and in the process  big riggs which would be carrying aide to louisiana would have flipped over by torrential winds and wet conditions  thus never arrive in time if they left to towards louisiana immediately and the necessary items  would also be more limited  just because there were more people in need  diego 560 families were helped 4 hours after in their stadium  the san diego communities were able to drive on their own to the stadium this is biased politics to the hardest core all democrats don39t have reason and donald trump kept the us from world war  there was a senator in california who thought the state of california should be it39s own country  i guess this senator didn39t study the  method and history it was acquired  united states purchased the land the senator  democrat though it could vote it39s way  out when it was actually purchased so california would have lost it39s military federal aide as well as federal assistance during the states fires in 2020   newson wants it be illegal to drive fuel powered vehicles and he expects families to immediately 3 electric vehicles at 40000  each joe biden already said he wants to stop oil drilling which will end economic power to us they think  the amount of vehicles shipping amp  personnel vehicles are available and the infrastructure is ready  this is the reason donald trump will be reelected even my father a democrat regretted voting early for biden
"
12354,"my favorite part of this whole crazy ass exchange is when trump says quotjoe let me shut you down for a secondquot savage
"
12355,"quotjoe you don39t have to do thisquot  barack obama
"
12356,"ooo mytrump saysjoe wears the mask all the time he would be standing 200 feet  away from me and  he will still be wearing the biggest mask i39ve never seenlol 
"
12357,"do not dispute our president joe biden i39m chris wallace y39all are both pieces of crap you don39t need to breathe the same air we do i39m talking all you democrats
"
12358,"joe looks like george bush sr probably from their same blood drinking rituals loll
"
12359,"joe biden does not have what it takes all he does is talk about things and all he wants to say thing39s is because he wants to be in office and want to just say thing39s to just get in office and once he gets in office the tables will turn because when president trump said what he was going to do and he has did what he said even after he became president
"
12360,"joe biden be talking out his a this is not the 80 or 90s the world39s involved and weaken tell your just a same old politician from tentwentythirty 40 50 years ago
"
12361,"joes creepy laugh is something you hear in a basement when the lights go out ha ha haa haa
"
12362,"read all about biden corruptionlies  mr bobulinskis texts show he even met with joe biden mr gilliar reminds him in may 2017 dont mention joe being involved its only when u are face to face i know u know that but they are paranoid mr biden had left office by then though cefc was always a suspicious company with ties to a rival government
"
12363,"must watchbr tony bobulinski held presser claiming joe biden knew about hunter39s business deals with chinabr  a hrefhttpsyoutubeaiisq7toqlqhttpsyoutubeaiisq7toqlqa
"
12364,"in biden39s defense trump started the interrupting and wouldn39t stop every time joe tried to be civil but i39d rather have bernie he woulda shut this clown up good
"
12365,"bruh president trump was lieing to us the whole time joe is good joe have39nt lie to anyone dont listen to president trump
"
12366,"this was a liberal democrat trap it was setup to attack a setting president and just like last time tonight debate will be a setup by the democrats joe biden is pumped up on so many drugs that its a joke
"
12367,"i39m listening to this joe biden i know your past and the 3970s and 3960s and the 3980s and 3990s i39ll tell you what there39s four families that run california and the money and you need to let the president talk until he39s done have a little respect
"
12368,"why not ask joe if i can have my fair share of his 10 of the chinese company that the ccp gave him for his help if not i39ll take 50k a month and br kick back 50 to 39quotthe big guyquot i have no skills but hunter and i can smoke crack with the human traffickers so let me know i can also go to br russia and pick up some cash when you need it don39t thank me now but i think i can really help you
"
12369,"sleepy joe
"
12370,"i not vote for joe biden he lot of evil lies he will not president it kaos in president he no good evil joe biden i not believe he bullshut from joe biden i vote for trump for president never joe biden he crooks crime family and joe biden
"
12371,"joe biden is in witness protection per steve bannon busted collusion with china and ukraine
"
12372,"when joe calls the president  a clown and tells him to such upcan you imagine how he will respond to other world leaders when he is distressed
"
12373,"sleepy joe the blacks are treated better than the whites
"
12374,"democratic party joe biden and chris wallace are communist socialist new world order globalist  preparing america for its final days
"
12375,"now the powers that be want to silence trump because he obviously killed biden in this debate sleepy joe doesn39t need a mic he needs a nap
"
12376,"no matter how you feel about trump sleepy joe cant lead
"
12377,"i was paying 450 a gallon for gas when ol joe was vp
"
12378,"joe was going to hold the billion if the prosecutor investigating hunter wasnt fired watch the video for yourself
"
12379,"every time trump interrupts the moderator and joe i wanted to snap my phone in half
"
12380,"looking back on this 2 weeks later now i see why joe swore that hunter biden was not a liability
"
12381,"joe lives in an alternate reality so many lies and distortions great job president trump eat my shorts liberals
"
12382,"mrjoe youre right i agree what youre saying 
"
12383,"kamala harris attacks joe biden39s record on race in democratic debate   a hrefhttpswwwyoutubecomwatchvs6uc8yr0awhttpswwwyoutubecomwatchvs6uc8yr0awa
"
12384,"sleepy joe
"
12385,"trump really have done more for the black americans joe call us super predators joe you are the racist
"
12386,"quotthis is his economy that39s being  he shut downquot  um actually joe trump didn39t shut it down  cities and states did that while he tried to keep it open br br edit  a hrefhttpswwwyoutubecomwatchvy4hqzei8f_uampt38m54s3854a also trump39s tax cuts dropped the tax rate for me a young adult making near minimum wage  i felt and greatly appreciated the reduction
"
12387," bjoe biden for 2020b 
"
12388,"during debate joe biden said this never happened caught again a hrefhttpswwwdailywirecomnewshunterbidenhitwith450ktaxlienisresolveddespitenodiscernibleincomebidencampaignsilentreporthttpswwwdailywirecomnewshunterbidenhitwith450ktaxlienisresolveddespitenodiscernibleincomebidencampaignsilentreporta
"
12389,"just simple asking former vp joe biden if he39s been to north korea and spoken to leader kim leader kim is still angry about someone sending former president clinton so just have a warm glass of sthu
"
12390,"my dear american friends please forward this message to whom it may concern in the government i am a polish who immigrated to the us 20 years ago after the fall of the berlin wall in 1989  i am not a member or sympathetic with the democrat or republican party  i don39t even think i can vote for president trump or the ex vice president joe biden in november ? i will stay home and sincerely i don39t go to vote for the presidential election th year however  i got a message from the late president ronald reagan in my dreams over a month  he asked me to do him one favor to spread this message to president donald trump and his cabinet  the house of senate house of congress  the cia  and lastly to the american people ?at first  i refuse to do the task that he requests but he appears repeatedly in my dream and warns me strongly if i don39t fulfill his request  he will haunt me every night with a bad dream ?? i am sorry to all of you about my ignorance in english so i can39t express clearly his message  but i will try my best?br 1 the presidential election must be postponed in 4 years because the country is in critical condition  during the election  there is a vacuum of power  the chinese communist party will attack taiwan?? the us must quot strike first quot  not waiting for the enemy to attack us like the japanese in 1942 in pearl harbor 2 declare taiwan as an independent? state and can join as a member in the united nations  establish?a? full diplomacy with taiwan 3 divide china into 7 small countries like soviet union to weaken her force and ambition  also  to maintain our unique superpower status in the world stage 4 no country allow to conquer mars and moon to maintain our national security?5 after the war with china  create the marshall plan 2 to rebuild south korea  japan  taiwan  india  to maintain the world order in the 21st century ?please forward this message to your friends and to your senators or your congressman ?please help me to fulfill my task so i can have a good sleep 
"
12391,"i personally live in ohio creepy joe and yes the president is correct and you are wrong ohio stuggled when your sorry butt was help leading the county probably was off quotchoking your chickenquot is what you you like to call it but once trump got in ohio got better i live here and i39m tuned into the real world so i would know more then you creepy
"
12392,"joe is not only smart he39s competent biden all the way 
"
12393,"it is obvious that joe biden knew the questions in advance he does not anwer himselfbr it is a theater
"
12394,"joe you are a moron and stop the showtrump you should focus on telling americans why you should be the presidentplease ignore the idiot bidenwin the debate by telling people how you improved us economy and how you will make us a greater countrytrump if you can that you will win
"
12395,"they should do the podcast at joe rogan
"
12396,"theres nothing smart about you joe  a hrefhttpwwwterexbeatscomhttpwwwterexbeatscoma 
"
12397,"trump exposed joe as a puppet of the far left radicals
"
12398,"i39m not american but joe biden will destroy united state br trump know how is the real enemies  of america
"
12399,"trump did himself a disservice interrupting sleepy joe he should have let him mumble his jumble that39s literally joe39s weak point just let him talk and and he39ll trail off
"
12400,"joe biden had an earpiece 
"
12401,"what a pathetic debate wallace couldn39t do better he simply was throwing a question and wasnt able to trap anyone of them joe was as insulting as ever i wonder what type of voters accept such low level politician
"
12402,"if joe biden won china wins and america will become a second class country
"
12403,"if joe becomes president all other countrys will attack us bc joe will fall asleep trump stays awake and fights day in night for this country and joe hasnt he has been in politics and working for or government for over 47 years and still hasnt done anything
"
12404,"next debate can we please have a moderator thats not chris wallace trump intimidates himbr rachel maddow  is an excellent reporter shes not going to let trump steam roll her i dont want a president to call me a cheater especially because he39s the reason for the increase of mail in ballots he just said that all democrats are  cheating in an election before ballots are castbr joe biden where were the comebacks for trump accusatory attackbr trump is calling a race he won rigged he ought to know
"
12405,"i have video evidence joe biden was wearing a wire and chris wallace your a fake you should never be a moderator br this country is becoming a joke letting dementia joe run for president a hrefhttpwwwyoutubecomresultssearch_query23trump2k20trump2k20a
"
12406,"100 proof joe biden lied about hunter its all here bank statements eye witnesses and even joe biden caught on tape  watch and share everywhere   jva
"
12407,"joe biden  quothere39s the dealquotbr 1000 times 
"
12408,"this moron just say that  women was in a quotpredisposition to get pregnantquot br joe bidenbr gaf master
"
12409,"will u shut up wrong man in the wrong place haha joebiden 2020
"
12410," disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea 
"
12411," disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea 
"
12412," disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea 
"
12413," disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea 
"
12414," disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea br  disturbing  behavior  of  joe  biden  on  stage     sniffing  kids    a hrefhttpswwwyoutubecomwatchvtwsogl5ej3ehttpswwwyoutubecomwatchvtwsogl5ej3ea 
"
12415,"disappointed with this was expecting trump to smash joe back to factory reset using hotdogs  cheese pizza hankies with black and white check and adrenochrome 
"
12416,"businesses are getting burned down and joe and kamala are not for police
"
12417,"we all know joe and harris want to destroy the second ammendment
"
12418,"bs trump said get the economy going now he said that when this happened i remember all lies joe
"
12419,"poor old joe looks like he should be in bed with a cup of hot milk putin must be filling his pants with fear
"
12420,"just as expected joe biden bumbled and stumbled his way through and the left are ecstatic that he didn39t pass out
"
12421,"joe was likethey gave me all the questions and i memorized all my answers what is going on here 
"
12422,"chris wallace now we know which side you are on 39 to me i don39t care  however joe to kept  saying shut up is so high school 
"
12423,"where39s joe rogan
"
12424,"joe said his son received a csm the australian military not the us military has this type of medal a hrefhttpswwwyoutubecomwatchvy4hqzei8f_uampt1m11s111a32 joe speaking of bo biden
"
12425,"actually fell asleep listening to sleepy joe
"
12426,"the debate at joe rogan a hrefhttpsyoutubehfovlxwwsh0httpsyoutubehfovlxwwsh0a
"
12427,"go joe biden
"
12428,"probably people that watch this and didn39t realize this was all meant to look like joe biden cares make make it look like trump didn39t do a good job what39s the stage event for stage debate
"
12429,"joe refused to answer the question and told the other to shut up when pressed
"
12430,"joe biden is clearly incompetent
"
